session_id,user_id,agent_id,start_time,end_time,response_time_in_sec,total_queries,,,
S-7069,U-7069,A-7069,20.55.33,21.20.16,1483,886,,,
S-7070,U-7070,A-7070,17.01.14,17.15.40,866,5962,,,
S-7071,U-7071,A-7071,10.25.45,11.08.43,2578,2227,,,
S-7072,U-7072,A-7072,14.56.51,15.35.35,2324,3869,,,
S-7073,U-7073,A-7073,2.32.42,3.17.11,2669,312,,,
S-7074,U-7074,A-7074,19.55.28,20.09.09,821,6313,,,
S-7075,U-7075,A-7075,8.54.11,9.12.49,1118,2158,,,
S-7076,U-7076,A-7076,22.47.25,23.24.09,2204,2367,,,
S-7077,U-7077,A-7077,17.16.27,17.24.31,484,3686,,,
S-7078,U-7078,A-7078,7.47.48,8.25.20,2252,2181,,,
S-7079,U-7079,A-7079,6.26.04,6.59.31,2007,5070,,,
S-7080,U-7080,A-7080,6.37.56,7.14.26,2190,4115,,,
S-7081,U-7081,A-7081,23.18.23,0.13.56,-83067,6947,,,
S-7082,U-7082,A-7082,0.56.39,1.29.56,1997,1675,,,
S-7083,U-7083,A-7083,6.06.09,6.50.01,2632,7238,,,
S-7084,U-7084,A-7084,17.43.36,18.12.17,1721,7228,,,
S-7085,U-7085,A-7085,19.41.12,19.48.11,419,1909,,,
S-7086,U-7086,A-7086,0.03.24,0.43.13,2389,1083,,,
S-7087,U-7087,A-7087,1.03.13,2.01.07,3474,5866,,,
S-7088,U-7088,A-7088,4.04.43,5.01.36,3413,3126,,,
S-7089,U-7089,A-7089,16.17.35,16.45.50,1695,5972,,,
S-7090,U-7090,A-7090,1.43.46,2.27.56,2650,3142,,,
S-7091,U-7091,A-7091,20.08.27,20.35.17,1610,1553,,,
S-7092,U-7092,A-7092,8.33.53,8.43.24,571,3686,,,
S-7093,U-7093,A-7093,2.10.43,2.48.41,2278,1828,,,
S-7094,U-7094,A-7094,1.49.58,2.24.51,2093,4656,,,
S-7095,U-7095,A-7095,13.09.12,13.32.18,1386,3403,,,
S-7096,U-7096,A-7096,5.37.25,6.33.38,3373,6195,,,
S-7097,U-7097,A-7097,18.50.56,19.23.29,1953,3034,,,
S-7098,U-7098,A-7098,14.28.34,15.01.44,1990,2166,,,
S-7099,U-7099,A-7099,18.47.41,19.28.15,2434,4420,,,
S-7100,U-7100,A-7100,20.44.40,21.39.24,3284,5856,,,
S-7101,U-7101,A-7101,21.41.29,22.31.01,2972,3626,,,
S-7102,U-7102,A-7102,8.35.34,9.30.22,3288,2952,,,
S-7103,U-7103,A-7103,22.51.58,23.48.37,3399,1999,,,
S-7104,U-7104,A-7104,17.47.17,18.13.09,1552,560,,,
S-7105,U-7105,A-7105,4.02.43,4.49.57,2834,1441,,,
S-7106,U-7106,A-7106,7.33.12,8.10.04,2212,6957,,,
S-7107,U-7107,A-7107,14.56.57,15.16.22,1165,4830,,,
S-7108,U-7108,A-7108,8.02.53,8.30.25,1652,2235,,,
S-7109,U-7109,A-7109,1.27.37,2.03.43,2166,6205,,,
S-7110,U-7110,A-7110,19.14.04,19.27.40,816,2453,,,
S-7111,U-7111,A-7111,9.34.21,10.20.31,2770,3218,,,
S-7112,U-7112,A-7112,1.11.21,1.50.14,2333,246,,,
S-7113,U-7113,A-7113,22.16.32,23.06.37,3005,227,,,
S-7114,U-7114,A-7114,17.39.16,17.58.24,1148,2556,,,
S-7115,U-7115,A-7115,8.31.17,8.58.34,1637,5953,,,
S-7116,U-7116,A-7116,21.55.16,22.31.51,2195,824,,,
S-7117,U-7117,A-7117,6.05.15,6.36.37,1882,3703,,,
S-7118,U-7118,A-7118,19.26.59,19.33.49,410,5703,,,
S-7119,U-7119,A-7119,18.20.22,19.10.59,3037,3260,,,
S-7120,U-7120,A-7120,17.00.42,17.19.14,1112,5636,,,
S-7121,U-7121,A-7121,22.28.35,22.49.58,1283,1969,,,
S-7122,U-7122,A-7122,13.49.27,13.58.17,530,4483,,,
S-7123,U-7123,A-7123,10.58.46,11.20.47,1321,1865,,,
S-7124,U-7124,A-7124,19.11.30,19.49.15,2265,1386,,,
S-7125,U-7125,A-7125,14.46.51,15.12.34,1543,5033,,,
S-7126,U-7126,A-7126,5.06.04,5.52.05,2761,651,,,
S-7127,U-7127,A-7127,3.38.45,3.54.32,947,1156,,,
S-7128,U-7128,A-7128,4.00.24,4.22.41,1337,2781,,,
S-7129,U-7129,A-7129,11.56.57,12.02.15,318,4656,,,
S-7130,U-7130,A-7130,21.43.17,22.09.40,1583,2903,,,
S-7131,U-7131,A-7131,9.12.40,9.32.38,1198,1019,,,
S-7132,U-7132,A-7132,2.47.04,2.58.00,656,7289,,,
S-7133,U-7133,A-7133,19.32.26,19.45.34,788,7431,,,
S-7134,U-7134,A-7134,20.45.29,21.10.55,1526,4775,,,
S-7135,U-7135,A-7135,21.23.48,22.23.25,3577,1297,,,
S-7136,U-7136,A-7136,17.42.32,17.51.05,513,4366,,,
S-7137,U-7137,A-7137,0.02.28,0.19.52,1044,7502,,,
S-7138,U-7138,A-7138,23.48.50,0.37.28,-83482,4240,,,
S-7139,U-7139,A-7139,14.31.01,14.44.48,827,4546,,,
S-7140,U-7140,A-7140,4.14.41,4.57.59,2598,7027,,,
S-7141,U-7141,A-7141,4.06.48,4.26.08,1160,7584,,,
S-7142,U-7142,A-7142,14.45.09,15.19.58,2089,2097,,,
S-7143,U-7143,A-7143,12.36.17,12.54.40,1103,1129,,,
S-7144,U-7144,A-7144,21.38.23,21.46.07,464,2227,,,
S-7145,U-7145,A-7145,2.37.16,3.02.43,1527,3184,,,
S-7146,U-7146,A-7146,21.53.43,22.21.51,1688,6225,,,
S-7147,U-7147,A-7147,17.21.33,18.04.57,2604,4683,,,
S-7148,U-7148,A-7148,3.36.20,4.28.10,3110,1755,,,
S-7149,U-7149,A-7149,2.06.07,2.52.46,2799,1337,,,
S-7150,U-7150,A-7150,18.50.28,19.37.27,2819,892,,,
S-7151,U-7151,A-7151,13.09.01,13.48.07,2346,2564,,,
S-7152,U-7152,A-7152,20.06.31,20.15.22,531,4133,,,
S-7153,U-7153,A-7153,3.43.12,4.37.50,3278,121,,,
S-7154,U-7154,A-7154,6.03.21,6.10.29,428,102,,,
S-7155,U-7155,A-7155,6.18.58,7.16.33,3455,582,,,
S-7156,U-7156,A-7156,3.29.48,4.15.13,2725,4646,,,
S-7157,U-7157,A-7157,8.39.35,8.57.14,1059,7178,,,
S-7158,U-7158,A-7158,3.39.16,4.31.24,3128,4294,,,
S-7159,U-7159,A-7159,10.33.38,11.17.51,2653,999,,,
S-7160,U-7160,A-7160,11.29.18,11.53.30,1452,419,,,
S-7161,U-7161,A-7161,8.22.00,9.15.47,3227,6967,,,
S-7162,U-7162,A-7162,22.39.28,22.56.28,1020,855,,,
S-7163,U-7163,A-7163,6.51.28,7.01.17,589,3234,,,
S-7164,U-7164,A-7164,1.35.28,2.11.18,2150,145,,,
S-7165,U-7165,A-7165,7.17.34,8.15.42,3488,6997,,,
S-7166,U-7166,A-7166,9.23.09,10.00.36,2247,5569,,,
S-7167,U-7167,A-7167,13.01.09,13.52.09,3060,7390,,,
S-7168,U-7168,A-7168,23.40.48,0.01.17,-85171,7147,,,
S-7169,U-7169,A-7169,16.50.35,17.12.18,1303,5248,,,
S-7170,U-7170,A-7170,11.06.37,11.57.13,3036,1129,,,
S-7171,U-7171,A-7171,6.34.02,7.04.11,1809,1984,,,
S-7172,U-7172,A-7172,4.44.42,5.25.32,2450,527,,,
S-7173,U-7173,A-7173,6.33.35,7.30.32,3417,5333,,,
S-7174,U-7174,A-7174,8.44.30,9.11.17,1607,1269,,,
S-7175,U-7175,A-7175,1.02.29,1.29.17,1608,3293,,,
S-7176,U-7176,A-7176,23.24.25,23.46.55,1350,6108,,,
S-7177,U-7177,A-7177,10.28.21,10.45.49,1048,516,,,
S-7178,U-7178,A-7178,1.48.49,2.22.15,2006,7892,,,
S-7179,U-7179,A-7179,4.24.50,4.49.14,1464,588,,,
S-7180,U-7180,A-7180,0.38.38,1.30.43,3125,7208,,,
S-7181,U-7181,A-7181,1.35.51,2.19.23,2612,4447,,,
S-7182,U-7182,A-7182,18.40.46,19.27.43,2817,5732,,,
S-7183,U-7183,A-7183,10.05.54,10.55.19,2965,2927,,,
S-7184,U-7184,A-7184,13.34.47,14.26.06,3079,6697,,,
S-7185,U-7185,A-7185,2.35.35,2.51.35,960,162,,,
S-7186,U-7186,A-7186,8.56.19,9.29.08,1969,6342,,,
S-7187,U-7187,A-7187,9.32.23,10.24.06,3103,367,,,
S-7188,U-7188,A-7188,16.29.24,17.02.44,2000,7492,,,
S-7189,U-7189,A-7189,18.20.00,18.49.40,1780,3583,,,
S-7190,U-7190,A-7190,22.56.51,23.37.27,2436,5493,,,
S-7191,U-7191,A-7191,12.10.00,12.45.55,2155,2090,,,
S-7192,U-7192,A-7192,10.44.19,11.39.40,3321,6549,,,
S-7193,U-7193,A-7193,4.34.33,5.17.17,2564,710,,,
S-7194,U-7194,A-7194,23.19.44,23.25.32,348,3992,,,
S-7195,U-7195,A-7195,14.56.37,15.28.00,1883,1290,,,
S-7196,U-7196,A-7196,12.30.21,12.50.31,1210,3816,,,
S-7197,U-7197,A-7197,13.00.40,13.21.34,1254,2044,,,
S-7198,U-7198,A-7198,21.59.23,22.22.49,1406,710,,,
S-7199,U-7199,A-7199,8.44.32,8.49.37,305,3352,,,
S-7200,U-7200,A-7200,19.02.17,19.19.48,1051,2336,,,
S-7201,U-7201,A-7201,3.41.37,3.47.06,329,5751,,,
S-7202,U-7202,A-7202,5.10.06,5.50.08,2402,6529,,,
S-7203,U-7203,A-7203,20.17.03,20.50.06,1983,3617,,,
S-7204,U-7204,A-7204,13.34.52,14.14.24,2372,2797,,,
S-7205,U-7205,A-7205,21.47.01,22.04.47,1066,5361,,,
S-7206,U-7206,A-7206,22.13.28,22.31.05,1057,5741,,,
S-7207,U-7207,A-7207,9.30.02,9.44.58,896,5474,,,
S-7208,U-7208,A-7208,9.56.03,10.22.37,1594,5693,,,
S-7209,U-7209,A-7209,5.09.29,5.32.43,1394,7523,,,
S-7210,U-7210,A-7210,8.06.04,8.20.55,891,133,,,
S-7211,U-7211,A-7211,7.51.10,8.09.09,1079,4474,,,
S-7212,U-7212,A-7212,13.03.26,14.02.32,3546,4456,,,
S-7213,U-7213,A-7213,15.53.42,15.58.52,310,5789,,,
S-7214,U-7214,A-7214,16.35.57,17.25.05,2948,4160,,,
S-7215,U-7215,A-7215,13.13.38,14.01.30,2872,6118,,,
S-7216,U-7216,A-7216,3.17.30,3.48.56,1886,5117,,,
S-7217,U-7217,A-7217,4.17.24,4.45.19,1675,2564,,,
S-7218,U-7218,A-7218,10.10.15,11.00.58,3043,5550,,,
S-7219,U-7219,A-7219,17.47.07,18.05.31,1104,7789,,,
S-7220,U-7220,A-7220,19.50.42,20.15.36,1494,2422,,,
S-7221,U-7221,A-7221,3.14.53,3.47.20,1947,680,,,
S-7222,U-7222,A-7222,21.02.39,21.37.00,2061,4784,,,
S-7223,U-7223,A-7223,2.58.44,3.37.07,2303,293,,,
S-7224,U-7224,A-7224,22.22.23,22.42.35,1212,7933,,,
S-7225,U-7225,A-7225,2.43.31,3.05.24,1313,680,,,
S-7226,U-7226,A-7226,17.00.01,17.25.58,1557,3026,,,
S-7227,U-7227,A-7227,12.42.53,12.47.59,306,4867,,,
S-7228,U-7228,A-7228,15.10.53,16.10.38,3585,7087,,,
S-7229,U-7229,A-7229,12.13.07,12.33.47,1240,322,,,
S-7230,U-7230,A-7230,3.25.25,3.32.04,399,2540,,,
S-7231,U-7231,A-7231,5.58.26,6.49.23,3057,7168,,,
S-7232,U-7232,A-7232,2.00.33,2.32.41,1928,255,,,
S-7233,U-7233,A-7233,1.18.55,1.34.43,948,2944,,,
S-7234,U-7234,A-7234,17.57.23,18.07.05,582,2189,,,
S-7235,U-7235,A-7235,20.27.20,21.07.20,2400,7933,,,
S-7236,U-7236,A-7236,10.52.24,11.14.05,1301,5885,,,
S-7237,U-7237,A-7237,11.05.49,11.40.24,2075,3101,,,
S-7238,U-7238,A-7238,7.18.20,7.25.27,427,1718,,,
S-7239,U-7239,A-7239,14.37.05,15.14.08,2223,2813,,,
S-7240,U-7240,A-7240,4.40.54,4.57.40,1006,157,,,
S-7241,U-7241,A-7241,16.28.26,16.48.54,1228,7614,,,
S-7242,U-7242,A-7242,23.07.14,23.43.08,2154,13,,,
S-7243,U-7243,A-7243,6.55.02,7.06.21,679,1129,,,
S-7244,U-7244,A-7244,1.51.04,1.57.19,375,6847,,,
S-7245,U-7245,A-7245,7.59.01,8.19.36,1235,4710,,,
S-7246,U-7246,A-7246,15.36.53,15.56.20,1167,342,,,
S-7247,U-7247,A-7247,2.45.28,3.22.46,2238,4357,,,
S-7248,U-7248,A-7248,5.06.33,5.31.01,1468,7614,,,
S-7249,U-7249,A-7249,3.19.53,3.58.42,2329,5674,,,
S-7250,U-7250,A-7250,12.09.18,13.08.42,3564,5847,,,
S-7251,U-7251,A-7251,12.58.10,13.15.13,1023,2628,,,
S-7252,U-7252,A-7252,18.05.08,18.38.56,2028,1777,,,
S-7253,U-7253,A-7253,0.40.38,0.57.24,1006,3268,,,
S-7254,U-7254,A-7254,6.36.36,7.22.58,2782,680,,,
S-7255,U-7255,A-7255,8.13.55,8.40.29,1594,312,,,
S-7256,U-7256,A-7256,12.11.47,12.26.35,888,1806,,,
S-7257,U-7257,A-7257,9.54.31,10.28.41,2050,7574,,,
S-7258,U-7258,A-7258,20.17.34,21.14.07,3393,1110,,,
S-7259,U-7259,A-7259,22.57.15,23.02.39,324,477,,,
S-7260,U-7260,A-7260,2.00.58,2.16.13,915,7472,,,
S-7261,U-7261,A-7261,5.00.17,5.18.38,1101,2189,,,
S-7262,U-7262,A-7262,16.25.47,17.03.53,2286,1337,,,
S-7263,U-7263,A-7263,18.07.49,18.33.08,1519,4747,,,
S-7264,U-7264,A-7264,14.54.51,15.36.00,2469,6499,,,
S-7265,U-7265,A-7265,10.58.34,11.25.29,1615,6677,,,
S-7266,U-7266,A-7266,4.40.10,4.56.22,972,1632,,,
S-7267,U-7267,A-7267,12.38.49,12.55.03,974,3738,,,
S-7268,U-7268,A-7268,13.47.46,14.10.31,1365,149,,,
S-7269,U-7269,A-7269,20.43.39,21.03.06,1167,7482,,,
S-7270,U-7270,A-7270,20.53.59,21.43.29,2970,1269,,,
S-7271,U-7271,A-7271,19.43.38,20.38.37,3299,2692,,,
S-7272,U-7272,A-7272,23.34.29,0.03.33,-84656,23,,,
S-7273,U-7273,A-7273,12.10.43,12.22.39,716,76,,,
S-7274,U-7274,A-7274,23.24.35,23.35.25,650,7158,,,
S-7275,U-7275,A-7275,21.39.06,21.55.14,968,949,,,
S-7276,U-7276,A-7276,11.34.13,12.30.15,3362,2437,,,
S-7277,U-7277,A-7277,6.52.23,7.24.36,1933,1427,,,
S-7278,U-7278,A-7278,20.26.16,21.06.09,2393,6234,,,
S-7279,U-7279,A-7279,14.26.55,14.53.11,1576,6195,,,
S-7280,U-7280,A-7280,15.27.44,16.21.43,3239,2612,,,
S-7281,U-7281,A-7281,2.15.51,2.33.40,1069,892,,,
S-7282,U-7282,A-7282,1.36.42,2.22.52,2770,4036,,,
S-7283,U-7283,A-7283,4.24.47,4.38.00,793,5866,,,
S-7284,U-7284,A-7284,21.49.29,22.37.24,2875,166,,,
S-7285,U-7285,A-7285,12.20.54,13.05.32,2678,7057,,,
S-7286,U-7286,A-7286,11.04.47,11.43.30,2323,651,,,
S-7287,U-7287,A-7287,1.00.35,1.33.47,1992,451,,,
S-7288,U-7288,A-7288,11.57.26,12.26.12,1726,5070,,,
S-7289,U-7289,A-7289,17.18.51,17.42.38,1427,898,,,
S-7290,U-7290,A-7290,11.02.17,11.25.16,1379,332,,,
S-7291,U-7291,A-7291,3.16.51,3.52.12,2121,2556,,,
S-7292,U-7292,A-7292,7.24.33,7.56.26,1913,1372,,,
S-7293,U-7293,A-7293,11.33.55,11.40.16,381,4876,,,
S-7294,U-7294,A-7294,13.02.20,13.29.33,1633,3092,,,
S-7295,U-7295,A-7295,18.11.43,18.49.16,2253,1386,,,
S-7296,U-7296,A-7296,22.51.12,23.14.31,1399,1575,,,
S-7297,U-7297,A-7297,13.46.13,14.25.58,2385,4876,,,
S-7298,U-7298,A-7298,7.43.01,7.59.18,977,3712,,,
S-7299,U-7299,A-7299,5.54.13,6.01.29,436,3084,,,
S-7300,U-7300,A-7300,12.55.24,13.12.37,1033,7871,,,
S-7301,U-7301,A-7301,22.31.57,22.56.03,1446,2564,,,
S-7302,U-7302,A-7302,4.35.52,5.33.48,3476,2477,,,
S-7303,U-7303,A-7303,20.30.24,21.19.16,2932,4978,,,
S-7304,U-7304,A-7304,8.12.38,8.34.05,1287,4683,,,
S-7305,U-7305,A-7305,4.36.08,4.46.34,626,2006,,,
S-7306,U-7306,A-7306,20.46.49,20.57.10,621,298,,,
S-7307,U-7307,A-7307,21.35.43,21.49.47,844,398,,,
S-7308,U-7308,A-7308,7.44.43,8.17.36,1973,2014,,,
S-7309,U-7309,A-7309,9.32.01,9.49.11,1030,1525,,,
S-7310,U-7310,A-7310,5.38.26,5.56.47,1101,5399,,,
S-7311,U-7311,A-7311,2.33.32,2.55.05,1293,5418,,,
S-7312,U-7312,A-7312,7.04.39,7.28.48,1449,7258,,,
S-7313,U-7313,A-7313,18.52.26,19.00.20,474,3591,,,
S-7314,U-7314,A-7314,10.21.43,10.29.03,440,2105,,,
S-7315,U-7315,A-7315,23.56.33,0.42.39,-83634,1984,,,
S-7316,U-7316,A-7316,2.59.05,3.16.40,1055,241,,,
S-7317,U-7317,A-7317,19.11.47,19.58.58,2831,1857,,,
S-7318,U-7318,A-7318,15.36.18,15.48.20,722,6293,,,
S-7319,U-7319,A-7319,1.38.49,2.18.27,2378,232,,,
S-7320,U-7320,A-7320,19.29.14,19.35.34,380,4474,,,
S-7321,U-7321,A-7321,15.43.30,16.18.19,2089,4321,,,
S-7322,U-7322,A-7322,2.07.13,2.58.50,3097,692,,,
S-7323,U-7323,A-7323,9.28.14,10.03.50,2136,7635,,,
S-7324,U-7324,A-7324,16.33.27,17.26.42,3195,1483,,,
S-7325,U-7325,A-7325,22.02.03,22.27.14,1511,6608,,,
S-7326,U-7326,A-7326,21.31.03,22.10.28,2365,3403,,,
S-7327,U-7327,A-7327,15.47.54,15.56.43,529,73,,,
S-7328,U-7328,A-7328,14.57.58,15.41.30,2612,2878,,,
S-7329,U-7329,A-7329,14.51.43,15.40.38,2935,549,,,
S-7330,U-7330,A-7330,10.50.40,11.03.10,750,5220,,,
S-7331,U-7331,A-7331,17.13.28,17.55.01,2493,3773,,,
S-7332,U-7332,A-7332,21.06.05,21.15.29,564,2620,,,
S-7333,U-7333,A-7333,4.05.41,4.32.38,1617,842,,,
S-7334,U-7334,A-7334,1.10.47,1.53.38,2571,1668,,,
S-7335,U-7335,A-7335,18.17.05,18.53.09,2164,7258,,,
S-7336,U-7336,A-7336,20.30.06,21.24.55,3289,7686,,,
S-7337,U-7337,A-7337,13.53.20,14.41.38,2898,1269,,,
S-7338,U-7338,A-7338,8.24.32,9.17.47,3195,5856,,,
S-7339,U-7339,A-7339,3.09.04,3.59.07,3003,7168,,,
S-7340,U-7340,A-7340,11.11.25,11.46.16,2091,2150,,,
S-7341,U-7341,A-7341,5.03.29,5.54.08,3039,2289,,,
S-7342,U-7342,A-7342,12.46.10,13.27.26,2476,2445,,,
S-7343,U-7343,A-7343,6.59.06,7.56.15,3429,3201,,,
S-7344,U-7344,A-7344,15.46.41,16.08.13,1292,3437,,,
S-7345,U-7345,A-7345,2.44.36,3.17.28,1972,1413,,,
S-7346,U-7346,A-7346,14.21.47,15.15.59,3252,599,,,
S-7347,U-7347,A-7347,9.52.01,10.00.20,499,5342,,,
S-7348,U-7348,A-7348,5.26.44,6.17.21,3037,3677,,,
S-7349,U-7349,A-7349,6.32.13,7.26.49,3276,3781,,,
S-7350,U-7350,A-7350,11.56.19,12.27.23,1864,4848,,,
S-7351,U-7351,A-7351,13.23.01,14.03.30,2429,1553,,,
S-7352,U-7352,A-7352,15.14.21,16.05.25,3064,2029,,,
S-7353,U-7353,A-7353,9.33.51,10.31.11,3440,7933,,,
S-7354,U-7354,A-7354,9.25.20,9.42.43,1043,4285,,,
S-7355,U-7355,A-7355,20.53.21,21.43.53,3032,7329,,,
S-7356,U-7356,A-7356,15.56.22,16.33.11,2209,293,,,
S-7357,U-7357,A-7357,20.42.06,21.32.45,3039,2052,,,
S-7358,U-7358,A-7358,15.39.43,16.05.46,1563,898,,,
S-7359,U-7359,A-7359,22.34.16,23.16.28,2532,8,,,
S-7360,U-7360,A-7360,8.20.22,9.17.07,3405,3251,,,
S-7361,U-7361,A-7361,13.49.56,14.33.47,2631,3505,,,
S-7362,U-7362,A-7362,2.45.54,3.01.13,919,6108,,,
S-7363,U-7363,A-7363,12.20.55,12.38.35,1060,7604,,,
S-7364,U-7364,A-7364,16.39.18,16.58.56,1178,6205,,,
S-7365,U-7365,A-7365,7.21.48,7.36.26,878,6352,,,
S-7366,U-7366,A-7366,1.15.46,2.07.50,3124,2037,,,
S-7367,U-7367,A-7367,1.47.14,2.43.19,3365,5192,,,
S-7368,U-7368,A-7368,4.11.17,5.02.28,3071,4000,,,
S-7369,U-7369,A-7369,20.53.34,21.39.23,2749,388,,,
S-7370,U-7370,A-7370,14.23.41,14.50.00,1579,255,,,
S-7371,U-7371,A-7371,9.33.50,10.09.07,2117,634,,,
S-7372,U-7372,A-7372,10.32.42,10.41.47,545,1263,,,
S-7373,U-7373,A-7373,11.13.02,11.30.23,1041,303,,,
S-7374,U-7374,A-7374,22.57.57,23.33.08,2111,73,,,
S-7375,U-7375,A-7375,23.59.55,0.10.47,-85748,34,,,
S-7376,U-7376,A-7376,15.35.23,16.02.56,1653,7512,,,
S-7377,U-7377,A-7377,15.58.40,16.48.01,2961,1828,,,
S-7378,U-7378,A-7378,1.39.25,2.04.32,1507,4830,,,
S-7379,U-7379,A-7379,7.31.12,7.40.53,581,1110,,,
S-7380,U-7380,A-7380,19.42.47,20.30.56,2889,7178,,,
S-7381,U-7381,A-7381,2.12.29,2.39.44,1635,980,,,
S-7382,U-7382,A-7382,8.45.46,9.08.57,1391,3361,,,
S-7383,U-7383,A-7383,17.59.06,18.20.00,1254,7319,,,
S-7384,U-7384,A-7384,19.07.19,19.45.59,2320,3429,,,
S-7385,U-7385,A-7385,20.44.25,21.28.38,2653,317,,,
S-7386,U-7386,A-7386,15.26.10,16.13.01,2811,1303,,,
S-7387,U-7387,A-7387,7.19.37,7.41.21,1304,5033,,,
S-7388,U-7388,A-7388,22.32.05,23.02.15,1810,2846,,,
S-7389,U-7389,A-7389,8.52.32,9.27.27,2095,1539,,,
S-7390,U-7390,A-7390,1.26.02,1.42.12,970,3010,,,
S-7391,U-7391,A-7391,19.59.52,20.20.44,1252,6807,,,
S-7392,U-7392,A-7392,22.08.00,23.07.21,3561,2516,,,
S-7393,U-7393,A-7393,20.03.12,20.18.07,895,3677,,,
S-7394,U-7394,A-7394,17.04.24,17.32.08,1664,5080,,,
S-7395,U-7395,A-7395,20.23.34,21.21.22,3468,232,,,
S-7396,U-7396,A-7396,18.40.08,19.17.06,2218,7533,,,
S-7397,U-7397,A-7397,20.01.52,20.50.54,2942,5828,,,
S-7398,U-7398,A-7398,0.19.35,0.53.18,2023,6987,,,
S-7399,U-7399,A-7399,23.15.35,0.12.00,-83015,4267,,,
S-7400,U-7400,A-7400,20.23.29,20.45.44,1335,806,,,
S-7401,U-7401,A-7401,10.49.04,11.21.46,1962,3721,,,
S-7402,U-7402,A-7402,2.41.20,2.52.46,686,3523,,,
S-7403,U-7403,A-7403,2.50.18,3.00.06,588,7127,,,
S-7404,U-7404,A-7404,7.03.02,7.43.43,2441,7198,,,
S-7405,U-7405,A-7405,9.27.47,10.05.29,2262,582,,,
S-7406,U-7406,A-7406,2.41.19,2.54.32,793,23,,,
S-7407,U-7407,A-7407,23.15.06,23.31.51,1005,269,,,
S-7408,U-7408,A-7408,21.14.03,21.56.16,2533,6997,,,
S-7409,U-7409,A-7409,23.12.21,23.24.27,726,3652,,,
S-7410,U-7410,A-7410,13.33.35,14.33.19,3584,5070,,,
S-7411,U-7411,A-7411,22.03.51,22.23.03,1152,7137,,,
S-7412,U-7412,A-7412,4.29.08,4.36.16,428,1242,,,
S-7413,U-7413,A-7413,5.47.41,6.10.42,1381,49,,,
S-7414,U-7414,A-7414,18.19.12,19.10.13,3061,1784,,,
S-7415,U-7415,A-7415,22.53.44,23.24.29,1845,6638,,,
S-7416,U-7416,A-7416,1.50.56,2.37.27,2791,2556,,,
S-7417,U-7417,A-7417,2.26.13,3.00.59,2086,6867,,,
S-7418,U-7418,A-7418,20.26.31,21.00.52,2061,3626,,,
S-7419,U-7419,A-7419,15.59.21,16.15.53,992,4447,,,
S-7420,U-7420,A-7420,12.48.09,13.14.56,1607,3454,,,
S-7421,U-7421,A-7421,20.08.24,20.21.00,756,2067,,,
S-7422,U-7422,A-7422,3.34.55,4.13.36,2321,5895,,,
S-7423,U-7423,A-7423,13.51.43,14.30.59,2356,5229,,,
S-7424,U-7424,A-7424,6.38.29,7.11.14,1965,7676,,,
S-7425,U-7425,A-7425,0.21.58,0.38.01,963,3574,,,
S-7426,U-7426,A-7426,11.31.14,12.12.56,2502,733,,,
S-7427,U-7427,A-7427,19.46.41,20.09.49,1388,3310,,,
S-7428,U-7428,A-7428,4.35.13,4.53.35,1102,279,,,
S-7429,U-7429,A-7429,5.30.19,5.41.35,676,1939,,,
S-7430,U-7430,A-7430,1.22.34,2.05.37,2583,1961,,,
S-7431,U-7431,A-7431,11.11.16,11.43.56,1960,2189,,,
S-7432,U-7432,A-7432,20.13.01,20.48.17,2116,3151,,,
S-7433,U-7433,A-7433,9.47.07,9.53.33,386,1518,,,
S-7434,U-7434,A-7434,1.09.04,1.19.44,640,4240,,,
S-7435,U-7435,A-7435,10.55.26,11.23.46,1700,4393,,,
S-7436,U-7436,A-7436,18.02.40,18.52.04,2964,886,,,
S-7437,U-7437,A-7437,19.17.23,19.23.29,366,6372,,,
S-7438,U-7438,A-7438,10.25.04,10.46.11,1267,2097,,,
S-7439,U-7439,A-7439,1.52.37,2.44.57,3140,4178,,,
S-7440,U-7440,A-7440,19.05.57,20.03.47,3470,1012,,,
S-7441,U-7441,A-7441,3.13.16,3.52.06,2330,1747,,,
S-7442,U-7442,A-7442,20.50.54,21.14.25,1411,6559,,,
S-7443,U-7443,A-7443,23.16.47,23.32.17,930,2628,,,
S-7444,U-7444,A-7444,15.15.43,15.34.57,1154,4071,,,
S-7445,U-7445,A-7445,0.43.43,1.42.54,3551,1337,,,
S-7446,U-7446,A-7446,5.44.29,6.29.04,2675,2235,,,
S-7447,U-7447,A-7447,8.49.59,9.39.45,2986,1162,,,
S-7448,U-7448,A-7448,23.21.10,0.13.01,-83289,6205,,,
S-7449,U-7449,A-7449,11.56.13,12.30.29,2056,218,,,
S-7450,U-7450,A-7450,18.54.07,19.19.30,1523,1129,,,
S-7451,U-7451,A-7451,23.43.55,0.22.43,-84072,836,,,
S-7452,U-7452,A-7452,3.53.17,4.19.06,1549,3109,,,
S-7453,U-7453,A-7453,12.20.21,12.32.18,717,2189,,,
S-7454,U-7454,A-7454,23.30.50,23.36.26,336,3540,,,
S-7455,U-7455,A-7455,4.02.14,4.31.43,1769,7360,,,
S-7456,U-7456,A-7456,20.40.42,21.32.44,3122,69,,,
S-7457,U-7457,A-7457,17.36.46,18.21.07,2661,3992,,,
S-7458,U-7458,A-7458,2.13.49,2.53.08,2359,3167,,,
S-7459,U-7459,A-7459,3.26.40,4.22.15,3335,3010,,,
